parent equipment class name,equipment class CFIHOS unique code,equipment class name,equipment class definition,abstract class indicator,spare part information required indicator,equipment class existence reason description,equipment class synonym name,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
class,CFIHOS-30000098,instrument equipment,"A physical object that detects an aspect of something; records, modifies and/or displays such an aspect or performs a combination of these activities.",yes,no,,instrumentation,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,78,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000100,intercom,Is a communication system.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,79,source_reference_record,source_reference_record_unreviewed
class,CFIHOS-30000101,IT and telecom equipment,Technology and Infrastructure to manage electronic information handling.,yes,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,80,source_reference_record,source_reference_record_unreviewed
mixer,CFIHOS-30000102,agitator,A propeller like device with agitational or rotational movement located in a tank to prevent the content of the tank to build component segments.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,81,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000103,air balancing unit,An air balancing unit on a nodding donkey.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,82,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000104,air handling unit,An artefact intended for central conditioning and pressure increase of ventilation air.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,83,source_reference_record,source_reference_record_unreviewed
detecting element,CFIHOS-30000105,analyser element,Is an artefact intended to retrieve a material at a particular location and inserted into something so as to test its conditions.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,84,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000106,analysing instrument,A detecting instrument that is intended to analyse a substance for its composition and/or properties.,yes,no,,analyser instrument; analyser,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,85,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000108,attenuator,"An attenuator is a telecommunication device that reduces the amplitude of a signal without appreciably distorting its waveform. Attenuators are usually passive devices. The degree of attenuation may be fixed, continuously adjustable, or incrementally adjustable.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,86,source_reference_record,source_reference_record_unreviewed
transmitter,CFIHOS-30000109,axial displacement transmitter,A transmitter measuring an axial displacement and generating a standardized output signal representing the axial measured displacement.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,87,source_reference_record,source_reference_record_unreviewed
damper,CFIHOS-30000110,balancing damper,Is a gas flow damper intended to adjust an air flow rate through a duct.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,88,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000111,jetty,A loading and/or unloading system which is located in water deep enough for a ship to moor.,no,no,,wharf,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,89,source_reference_record,source_reference_record_unreviewed
tool,CFIHOS-30000112,lathe,"In woodturning, metalworking, metalspinning, and glassworking, a lathe is a machine tool which spins a block of material so that when abrasive, cutting, or deformation tools are applied to the block, it can be shaped to produce an object which has rotational symmetry about an axis of rotation.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,90,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000114,life buoy,An artefact for the rescue of personnel from an installation in the case of an emergency situation.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,91,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000115,life buoy light,A facility to give light when the life buoy is in the water.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,92,source_reference_record,source_reference_record_unreviewed
marine,CFIHOS-30000116,life raft,An artefact which is a raft for emergency situations.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,93,source_reference_record,source_reference_record_unreviewed
lifting device,CFIHOS-30000117,lifting beam,"Is a solid or fabricated metal or wooden beam, suspended from a hoist/crane or from a forklift, designed to provide multiple lifting points.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,94,source_reference_record,source_reference_record_unreviewed
lifting device,CFIHOS-30000118,lifting cap,A lifting device also serving as a cover or protection.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,95,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000119,line blind,A functional unit used to blind off a process stream.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,96,source_reference_record,source_reference_record_unreviewed
analysing instrument,CFIHOS-30000120,liquid composition analyser,An analyser for liquid.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,97,source_reference_record,source_reference_record_unreviewed
detector,CFIHOS-30000121,liquid detector,A detector which is capable of detecting selected types of liquids.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,98,source_reference_record,source_reference_record_unreviewed
detecting element,CFIHOS-30000123,load cell,A transducer which produces a signal with a defined relationship to the force applied to it.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,99,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000124,logic cap,A retrievable and configurable device to route and re-route flow true the cap.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,100,source_reference_record,source_reference_record_unreviewed
mechanical equipment class,CFIHOS-30000125,louvre,An artefact which contains fins or vanes intended to control a flow of air. Typically also to separate water droplets from an air stream.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,101,source_reference_record,source_reference_record_unreviewed
level transmitter,CFIHOS-30000126,magnetic level transmitter,A level transmitter which uses a floater and magnetic contacts to measure and transmit level.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,102,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000127,manual call point,A manual call point is a device which enables personnel to raise an alarm in the event of a fire incident by pressing a frangible element to activate the alarm system.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,103,source_reference_record,source_reference_record_unreviewed
control switch,CFIHOS-30000128,manual control switch,A control switch that is operated by a person.,no,yes,Owner Operator RDL Alignment,hand switch,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,104,source_reference_record,source_reference_record_unreviewed
mechanical equipment class,CFIHOS-30000129,marine,A physical object that is related to the sea or sea transport.,yes,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,105,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000130,mast,Is a support (item).,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,106,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000131,mechanical connector,An artefact which is a pipeline fitting used to create a rigid pressure containing joint in a pipeline or flowline.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,107,source_reference_record,source_reference_record_unreviewed
tool,CFIHOS-30000132,meter prover,An artefact for the calibration of flow meters.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,108,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000133,microphone,"A microphone, sometimes called a mic (pronounced mike), is a device that converts sound into an electrical signal.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,109,source_reference_record,source_reference_record_unreviewed
class,CFIHOS-30000134,miscellaneous equipment,An equipment class that contains classes that not covered by any other parent class.,yes,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,110,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000135,modem,"Short for modulator/demodulator. A communications device that converts one form of a signal to another that is suitable for transmission over communication circuits, typically from digital to analogue and then from analogue to digital.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,111,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000136,mounting bracket,Is a bracket intended to attach an item to another item.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,112,source_reference_record,source_reference_record_unreviewed
analysing instrument,CFIHOS-30000137,multi property analyser,An analyser giving as output a signal that represents more than one physical properties of the analysed substance.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,113,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000138,multiplexer,Is an artefact intended for a number of input channels to share one output channel.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,114,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000139,net oil computer,A very accurate flow meter used to record oil exports.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,115,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000163,office building,Is a building intended to provide a working space for people and their resources.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,116,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000164,optical beacon,"A post or buoy placed over a shoal or bank to warn vessels, also a signal mark on land.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,117,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000165,overhead projector,Equipment which projects an image on a screen by passing light through a transparent slide or other transparency.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,118,source_reference_record,source_reference_record_unreviewed
lifting device,CFIHOS-30000166,overhead runway beam,"Is a fixed assembly of rails or beams, girders, brackets and framework on which a movable or fixed hoisting mechanism travels.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,119,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000168,package,An artefact which is a collection of artefacts to be managed as one for some purpose.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,120,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000169,padeye,A facility used to fasten lifting or movement equipment to the structure. A padeye have hole for a shackle.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,121,source_reference_record,source_reference_record_unreviewed
