CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,source standard code CFIHOS unique code,source standard code,source standard section,property name in source standard,property sequence number,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-95004303,CFIHOS-30000372,temperature detector,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4303,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004304,CFIHOS-30000372,temperature detector,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4304,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004305,CFIHOS-30000372,temperature detector,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4305,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004306,CFIHOS-30000372,temperature detector,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4306,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004307,CFIHOS-30000372,temperature detector,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4307,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004308,CFIHOS-30000372,temperature detector,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4308,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004309,CFIHOS-30000372,temperature detector,CFIHOS-40000528,rated voltage,CFIHOS-90000173,The Electricity at Work Regulations 1989,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4309,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004310,CFIHOS-30000474,temperature regulator,CFIHOS-40000017,body material,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4310,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004311,CFIHOS-30000474,temperature regulator,CFIHOS-40000588,seat design type,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4311,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004312,CFIHOS-30000474,temperature regulator,CFIHOS-40000592,seat leakage class,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4312,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004313,CFIHOS-30000474,temperature regulator,CFIHOS-40000589,stem sealing type,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4313,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004314,CFIHOS-30000475,temperature switch,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4314,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004315,CFIHOS-30000475,temperature switch,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4315,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004316,CFIHOS-30000475,temperature switch,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4316,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004317,CFIHOS-30000475,temperature switch,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4317,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004318,CFIHOS-30000475,temperature switch,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4318,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004319,CFIHOS-30000475,temperature switch,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4319,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004320,CFIHOS-30000476,temperature transmitter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4320,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004321,CFIHOS-30000476,temperature transmitter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4321,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004322,CFIHOS-30000476,temperature transmitter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4322,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004323,CFIHOS-30000476,temperature transmitter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4323,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004324,CFIHOS-30000476,temperature transmitter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4324,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004325,CFIHOS-30000476,temperature transmitter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4325,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004326,CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4326,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004327,CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4327,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004328,CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4328,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004329,CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4329,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004330,CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4330,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004331,CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4331,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004332,CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4332,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004333,CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4333,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004334,CFIHOS-30000259,thermal flow element,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4334,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004335,CFIHOS-30000259,thermal flow element,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4335,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004336,CFIHOS-30000259,thermal flow element,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4336,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004337,CFIHOS-30000259,thermal flow element,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4337,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004338,CFIHOS-30000259,thermal flow element,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4338,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004339,CFIHOS-30000259,thermal flow element,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4339,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004340,CFIHOS-30000259,thermal flow element,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4340,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004341,CFIHOS-30000259,thermal flow element,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4341,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004342,CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4342,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004343,CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4343,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004344,CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4344,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004345,CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4345,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004346,CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4346,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004347,CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4347,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004348,CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4348,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004349,CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4349,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004350,CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000635,fault tolerance,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4350,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004351,CFIHOS-30000478,thermocouple,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4351,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004352,CFIHOS-30000478,thermocouple,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4352,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004353,CFIHOS-30000478,thermocouple,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4353,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004354,CFIHOS-30000478,thermocouple,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4354,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004355,CFIHOS-30000478,thermocouple,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4355,source_reference_record,source_reference_record_unreviewed
